time,voltage
0,0.495245655
0.0020004,0.497163725
0.0040008,0.528313171
0.0060012,0.582903753
0.0080016,0.639057792
0.010002,0.56860482
0.0120024,0.589625318
0.014002801,0.519328514
0.016003201,0.52925944
0.018003601,0.522402652
0.020004001,0.611688377
0.022004401,0.551170146
0.024004801,0.527120115
0.026005201,0.633821782
0.028005601,0.566155155
0.030006001,0.55698028
0.032006401,0.584379688
0.034006801,0.501814494
0.036007201,0.480411859
0.038007602,0.525030751
0.040008002,0.500900096
0.042008402,0.523938422
0.044008802,0.611631111
0.046009202,0.488580574
0.048009602,0.383542249
0.050010002,0.438164802
0.052010402,0.572903238
0.054010802,0.513892278
0.056011202,0.348781119
0.058011602,0.551968149
0.060012002,0.465749052
0.062012402,0.426873332
0.064012803,0.454062254
0.066013203,0.469581313
0.068013603,0.431096359
0.070014003,0.464562432
0.072014403,0.466166773
0.074014803,0.371146703
0.076015203,0.310074602
0.078015603,0.325647803
0.080016003,0.242526092
0.082016403,0.29241674
0.084016803,0.36797675
0.086017203,0.24657502
0.088017604,0.271149595
0.090018004,0.269530984
0.092018404,0.221142561
0.094018804,0.225345267
0.096019204,0.284883402
0.098019604,0.231984974
0.100020004,0.30676882
0.102020404,0.244829724
0.104020804,0.317819861
0.106021204,0.15920642
0.108021604,0.141288477
0.110022004,0.185564117
0.112022404,0.164363652
0.114022805,0.157345397
0.116023205,0.147031427
0.118023605,0.149982342
0.120024005,0.164049649
0.122024405,0.106674786
0.124024805,0.163298
0.126025205,0.213477967
0.128025605,0.106244385
0.130026005,0.188007952
0.132026405,0.091822004
0.134026805,0.128356858
0.136027205,0.153850702
0.138027606,0.109982995
0.140028006,0.137490207
0.142028406,0.090318745
0.144028806,0.141499191
0.146029206,0.051418881
0.148029606,0.085933905
0.150030006,0.05479156
0.152030406,0.074036309
0.154030806,0.07898351
0.156031206,0.041336633
0.158031606,0.008100275
0.160032006,0.065469721
0.162032406,0.133416277
0.164032807,0.025892441
0.166033207,0.085629335
0.168033607,0.078615195
0.170034007,0.172434432
0.172034407,0.09343612
0.174034807,0.233812688
0.176035207,0.178729491
0.178035607,0.128057793
0.180036007,0.078860065
0.182036407,0.203230191
0.184036807,0.174756747
0.186037207,0.181919853
0.188037608,0.178496433
0.190038008,0.184160312
0.192038408,0.124776708
0.194038808,0.257840158
0.196039208,0.239833994
0.198039608,0.161119758
0.200040008,0.218116077
0.202040408,0.22688303
0.204040808,0.239863651
0.206041208,0.269538492
0.208041608,0.148774086
0.210042008,0.227053587
0.212042408,0.245777322
0.214042809,0.247488014
0.216043209,0.250871343
0.218043609,0.299999436
0.220044009,0.178198833
0.222044409,0.26526227
0.224044809,0.244771008
0.226045209,0.286374782
0.228045609,0.20999232
0.230046009,0.262716322
0.232046409,0.270778158
0.234046809,0.208331326
0.236047209,0.280311068
0.23804761,0.179964489
0.24004801,0.247873134
0.24204841,0.21285234
0.24404881,0.298647951
0.24604921,0.314164076
0.24804961,0.198570322
0.25005001,0.301436384
0.25205041,0.176491897
0.25405081,0.189073488
0.25605121,0.276377526
0.25805161,0.257757051
0.26005201,0.322846076
0.26205241,0.237506268
0.264052811,0.142266483
0.266053211,0.172206096
0.268053611,0.234518602
0.270054011,0.243775946
0.272054411,0.158535377
0.274054811,0.15738256
0.276055211,0.097415116
0.278055611,0.181647106
0.280056011,0.096512689
0.282056411,0.176926111
0.284056811,0.077499867
0.286057211,0.10635163
0.288057612,0.062795597
0.290058012,0.081322397
0.292058412,0.059584729
0.294058812,0.05760379
0.296059212,0.07172327
0.298059612,0.134726652
0.300060012,0.084367069
0.302060412,-0.003236323
0.304060812,0.157353958
0.306061212,0.035948862
0.308061612,0.067352902
0.310062012,0.015582062
0.312062412,0.030490093
0.314062813,0.044615272
0.316063213,-0.040558941
0.318063613,-0.030179717
0.320064013,-0.108135191
0.322064413,-0.116640805
0.324064813,0.049796026
0.326065213,-0.010801015
0.328065613,-0.119394858
0.330066013,-0.05427215
0.332066413,-0.067412375
0.334066813,-0.03926007
0.336067213,-0.075115543
0.338067614,-0.105899952
0.340068014,-0.1054554
0.342068414,-0.06236144
0.344068814,-0.189174888
0.346069214,-0.136020532
0.348069614,-0.080199867
0.350070014,-0.093490614
0.352070414,-0.156912062
0.354070814,-0.121626294
0.356071214,-0.156949238
0.358071614,-0.145029643
0.360072014,-0.18584756
0.362072414,-0.128663362
0.364072815,-0.150485451
0.366073215,-0.125922309
0.368073615,-0.250600673
0.370074015,-0.155614128
0.372074415,-0.176265575
0.374074815,-0.216696874
0.376075215,-0.213933656
0.378075615,-0.198826565
0.380076015,-0.067664354
0.382076415,-0.173501226
0.384076815,-0.104093586
0.386077215,-0.205899214
0.388077616,-0.139437365
0.390078016,-0.0970712
0.392078416,-0.193710814
0.394078816,-0.060107703
0.396079216,-0.10336314
0.398079616,-0.188913121
0.400080016,-0.229021647
0.402080416,-0.204651737
0.404080816,-0.186172438
0.406081216,-0.15393449
0.408081616,-0.080374699
0.410082016,-0.116709968
0.412082416,-0.029519189
0.414082817,-0.08820185
0.416083217,-0.057087889
0.418083617,-0.04514723
0.420084017,-0.152000947
0.422084417,-0.083601609
0.424084817,-0.076265849
0.426085217,-0.044481603
0.428085617,-0.154093499
0.430086017,-0.103631539
0.432086417,-0.158659528
0.434086817,-0.07232732
0.436087217,-0.115195821
0.438087618,-0.018648101
0.440088018,-0.112701179
0.442088418,-0.172445568
0.444088818,-0.003351787
0.446089218,-0.11599418
0.448089618,-0.03234946
0.450090018,-0.138972778
0.452090418,-0.01157159
0.454090818,-0.117701231
0.456091218,-0.052711194
0.458091618,-0.124123576
0.460092018,-0.074014267
0.462092418,-0.077293624
0.464092819,-0.075304226
0.466093219,-0.139061508
0.468093619,-0.112903739
0.470094019,-0.123565213
0.472094419,-0.055508688
0.474094819,-0.084148394
0.476095219,-0.066895794
0.478095619,-0.13198937
0.480096019,-0.146235635
0.482096419,-0.077296311
0.484096819,-0.165090967
0.486097219,-0.234854479
0.48809762,-0.218674037
0.49009802,-0.157770944
0.49209842,-0.238358546
0.49409882,-0.191410837
0.49609922,-0.205451914
0.49809962,-0.260337982
0.50010002,-0.18914232
0.50210042,-0.209964411
0.50410082,-0.154575311
0.50610122,-0.175781257
0.50810162,-0.192114497
0.51010202,-0.185376199
0.51210242,-0.200197873
0.514102821,-0.317405605
0.516103221,-0.244089623
0.518103621,-0.232705895
0.520104021,-0.178752745
0.522104421,-0.25180622
0.524104821,-0.315998567
0.526105221,-0.187133088
0.528105621,-0.277809072
0.530106021,-0.30774836
0.532106421,-0.308458547
0.534106821,-0.312051797
0.536107221,-0.292381102
0.538107622,-0.216007775
0.540108022,-0.240757785
0.542108422,-0.32403222
0.544108822,-0.221456568
0.546109222,-0.358579374
0.548109622,-0.309325222
0.550110022,-0.235130546
0.552110422,-0.219841106
0.554110822,-0.255571085
0.556111222,-0.294611462
0.558111622,-0.347668865
0.560112022,-0.179151832
0.562112422,-0.34295137
0.564112823,-0.235576203
0.566113223,-0.248582721
0.568113623,-0.276472316
0.570114023,-0.214770067
0.572114423,-0.219002262
0.574114823,-0.179691895
0.576115223,-0.205101726
0.578115623,-0.261191907
0.580116023,-0.176055365
0.582116423,-0.187173747
0.584116823,-0.145196997
0.586117223,-0.152142355
0.588117624,-0.103386032
0.590118024,-0.180453027
0.592118424,-0.045570936
0.594118824,-0.116355954
0.596119224,-0.139740664
0.598119624,-0.131633173
0.600120024,-0.120558934
0.602120424,-0.02691635
0.604120824,-0.129422889
0.606121224,-0.080213117
0.608121624,-0.045238436
0.610122024,0.017888898
0.612122424,-0.102046471
0.614122825,-0.051942892
0.616123225,-0.09008466
0.618123625,0.015918028
0.620124025,-0.048404407
0.622124425,-0.044715385
0.624124825,0.019707673
0.626125225,0.007211533
0.628125625,0.017209851
0.630126025,0.02184369
0.632126425,0.009924621
0.634126825,0.116405579
0.636127225,0.080706974
0.638127626,-0.034576688
0.640128026,0.065520177
0.642128426,0.062107296
0.644128826,0.11112008
0.646129226,0.121813872
0.648129626,0.061376747
0.650130026,0.010015543
0.652130426,-0.001324933
0.654130826,0.117209728
0.656131226,0.089466776
0.658131626,-0.016321654
0.660132026,0.087355384
0.662132426,-0.016595536
0.664132827,0.042352701
0.666133227,0.063702728
0.668133627,0.075921424
0.670134027,0.08593171
0.672134427,0.091142051
0.674134827,0.048956101
0.676135227,0.028970485
0.678135627,0.149861854
0.680136027,0.11914433
0.682136427,0.029986654
0.684136827,0.122661665
0.686137227,0.036222305
0.688137628,-0.02801791
0.690138028,0.057041601
0.692138428,0.100438373
0.694138828,0.026755016
0.696139228,0.067036795
0.698139628,0.127139167
0.700140028,0.019086973
0.702140428,0.109074497
0.704140828,0.082872725
0.706141228,-0.00048024
0.708141628,0.088164941
0.710142028,0.112712856
0.712142428,0.06155491
0.714142829,0.00593251
0.716143229,0.049202505
0.718143629,0.029888814
0.720144029,-0.013499771
0.722144429,0.078477822
0.724144829,-0.049187949
0.726145229,-0.024547313
0.728145629,-0.047225347
0.730146029,0.072277992
0.732146429,0.048987066
0.734146829,0.013820025
0.736147229,0.104579907
0.73814763,0.036975055
0.74014803,-0.04644168
0.74214843,0.048915648
0.74414883,0.07450207
0.74614923,0.025056776
0.74814963,-0.001100209
0.75015003,0.127270654
0.75215043,0.082393235
0.75415083,0.084239965
0.75615123,0.07317193
0.75815163,0.026702477
0.76015203,0.065780619
0.76215243,0.025879553
0.764152831,0.026224218
0.766153231,0.084485386
0.768153631,0.068873852
0.770154031,0.096044407
0.772154431,0.166665257
0.774154831,0.026225871
0.776155231,0.096714127
0.778155631,0.135473004
0.780156031,0.159461481
0.782156431,0.055740025
0.784156831,0.16084126
0.786157231,0.184610205
0.788157632,0.078072004
0.790158032,0.153036627
0.792158432,0.120804989
0.794158832,0.117641868
0.796159232,0.309569198
0.798159632,0.161883024
0.800160032,0.207483138
0.802160432,0.202085287
0.804160832,0.229716944
0.806161232,0.266561019
0.808161632,0.274455612
0.810162032,0.189603091
0.812162432,0.270121286
0.814162833,0.193776539
0.816163233,0.344232116
0.818163633,0.264470293
0.820164033,0.321605136
0.822164433,0.212836833
0.824164833,0.339616428
0.826165233,0.260521694
0.828165633,0.282504123
0.830166033,0.305064195
0.832166433,0.251617569
0.834166833,0.291137805
0.836167233,0.276163935
0.838167634,0.219536077
0.840168034,0.243942259
0.842168434,0.410301115
0.844168834,0.318992561
0.846169234,0.341085055
0.848169634,0.319270715
0.850170034,0.290785845
0.852170434,0.242085738
0.854170834,0.245226992
0.856171234,0.352821488
0.858171634,0.273389028
0.860172034,0.265855601
0.862172434,0.351792802
0.864172835,0.311452761
0.866173235,0.233026264
0.868173635,0.333543725
0.870174035,0.239997668
0.872174435,0.203257821
0.874174835,0.285140962
0.876175235,0.201795933
0.878175635,0.224045407
0.880176035,0.158712104
0.882176435,0.20343034
0.884176835,0.293785125
0.886177235,0.235688256
0.888177636,0.23164787
0.890178036,0.22755331
0.892178436,0.17558415
0.894178836,0.14427887
0.896179236,0.173050148
0.898179636,0.238438781
0.900180036,0.240563752
0.902180436,0.151247432
0.904180836,0.15855786
0.906181236,0.20644863
0.908181636,0.082691096
0.910182036,0.115208567
0.912182436,0.159923596
0.914182837,0.216784351
0.916183237,-0.008864886
0.918183637,0.063706555
0.920184037,0.117327841
0.922184437,0.166006663
0.924184837,0.089954538
0.926185237,0.090995006
0.928185637,-0.006450224
0.930186037,0.044740424
0.932186437,0.027235736
0.934186837,0.118663198
0.936187237,-0.022967976
0.938187638,0.047810264
0.940188038,-0.022411237
0.942188438,0.028311274
0.944188838,0.006487991
0.946189238,0.032368147
0.948189638,-0.018121193
0.950190038,-0.058654381
0.952190438,0.025232724
0.954190838,0.003034376
0.956191238,0.068165482
0.958191638,-0.043225821
0.960192038,-0.034814646
0.962192438,-0.053088609
0.964192839,-0.073133691
0.966193239,-0.063980402
0.968193639,0.025285781
0.970194039,-0.010827281
0.972194439,-0.020464732
0.974194839,-0.075628764
0.976195239,0.005506548
0.978195639,0.081303784
0.980196039,-0.01172786
0.982196439,-0.089964821
0.984196839,0.034719126
0.986197239,0.00969291
0.98819764,-0.030904481
0.99019804,-0.089233677
0.99219844,0.040767439
0.99419884,-0.077950429
0.99619924,0.034392588
0.99819964,-0.052542364
1.00020004,0.485230201
1.00220044,0.421942982
1.00420084,0.547095225
1.00620124,0.49215921
1.00820164,0.559823143
1.01020204,0.602986488
1.01220244,0.497571149
1.014202841,0.489155127
1.016203241,0.485456932
1.018203641,0.456788354
1.020204041,0.4211172
1.022204441,0.524082488
1.024204841,0.522926922
1.026205241,0.444195451
1.028205641,0.410198624
1.030206041,0.47265233
1.032206441,0.468318197
1.034206841,0.358165186
1.036207241,0.412812161
1.038207642,0.449635652
1.040208042,0.324693656
1.042208442,0.344915831
1.044208842,0.379156862
1.046209242,0.341284617
1.048209642,0.394447374
1.050210042,0.330688044
1.052210442,0.340255617
1.054210842,0.272671413
1.056211242,0.270297641
1.058211642,0.215063498
1.060212042,0.300860639
1.062212442,0.237248698
1.064212843,0.226521738
1.066213243,0.19720763
1.068213643,0.153150839
1.070214043,0.218969755
1.072214443,0.139282346
1.074214843,0.118065409
1.076215243,0.084808836
1.078215643,0.110678623
1.080216043,0.043258138
1.082216443,0.051282207
1.084216843,-0.039860899
1.086217243,0.016534448
1.088217644,-0.001325976
1.090218044,-0.008810989
1.092218444,-0.033188974
1.094218844,-0.084802553
1.096219244,-0.08814854
1.098219644,-0.095574628
1.100220044,-0.124534029
1.102220444,-0.072584105
1.104220844,-0.103598682
1.106221244,-0.118212273
1.108221644,-0.145568403
1.110222044,-0.160614319
1.112222444,-0.19877807
1.114222845,-0.196285425
1.116223245,-0.085678312
1.118223645,-0.139395632
1.120224045,-0.262567504
1.122224445,-0.273671821
1.124224845,-0.261650411
1.126225245,-0.223018961
1.128225645,-0.301591683
1.130226045,-0.286305039
1.132226445,-0.213421827
1.134226845,-0.307664294
1.136227245,-0.304693779
1.138227646,-0.275405987
1.140228046,-0.340012353
1.142228446,-0.229988008
1.144228846,-0.212140398
1.146229246,-0.324225125
1.148229646,-0.407387487
1.150230046,-0.252142474
1.152230446,-0.313372601
1.154230846,-0.267675741
1.156231246,-0.310658289
1.158231646,-0.279953229
1.160232046,-0.237091288
1.162232446,-0.200214169
1.164232847,-0.271962784
1.166233247,-0.251143478
1.168233647,-0.284876314
1.170234047,-0.296145598
1.172234447,-0.242163584
1.174234847,-0.263213734
1.176235247,-0.216897559
1.178235647,-0.260103851
1.180236047,-0.366741844
1.182236447,-0.247493009
1.184236847,-0.369854026
1.186237247,-0.244831475
1.188237648,-0.251058
1.190238048,-0.192224905
1.192238448,-0.220034928
1.194238848,-0.188821441
1.196239248,-0.212843675
1.198239648,-0.17491773
1.200240048,-0.11074175
1.202240448,-0.193143697
1.204240848,-0.132498085
1.206241248,-0.166995728
1.208241648,-0.134594427
1.210242048,-0.170928973
1.212242448,-0.113392308
1.214242849,-0.157086313
1.216243249,-0.087898033
1.218243649,-0.128737316
1.220244049,-0.05772454
1.222244449,-0.116515448
1.224244849,-0.066896365
1.226245249,-0.100230377
1.228245649,-0.115248662
1.230246049,-0.078505709
1.232246449,-0.014911877
1.234246849,-0.088216853
1.236247249,-0.024638586
1.23824765,0.014800995
1.24024805,-0.124584084
1.24224845,-0.011518354
1.24424885,-0.025602414
1.24624925,-0.045923822
1.24824965,-0.142393673
1.25025005,-0.039238329
1.25225045,-0.006560075
1.25425085,-0.065555051
1.25625125,-0.016068516
1.25825165,-0.00193608
1.26025205,-0.079103107
1.26225245,0.073460125
1.264252851,-0.066529133
1.266253251,-0.028492016
1.268253651,-0.070939379
1.270254051,-0.008264682
1.272254451,-0.082236012
1.274254851,-0.07505936
1.276255251,-0.066564816
1.278255651,0.032576928
1.280256051,-0.056795504
1.282256451,-0.097710042
1.284256851,-0.074110421
1.286257251,-0.050262633
1.288257652,-0.058080792
1.290258052,-0.008095218
1.292258452,-0.062749414
1.294258852,-0.079915936
1.296259252,-0.037649025
1.298259652,-0.054745114
1.300260052,-0.113913325
1.302260452,0.002859144
1.304260852,-0.177723971
1.306261252,-0.111186193
1.308261652,-0.123128134
1.310262052,-0.076132673
1.312262452,-0.097152245
1.314262853,-0.158476087
1.316263253,-0.055911054
1.318263653,-0.091503774
1.320264053,-0.087358726
1.322264453,-0.111784395
1.324264853,-0.113351798
1.326265253,0.000969066
1.328265653,-0.004540641
1.330266053,-0.095719194
1.332266453,-0.160386174
1.334266853,-0.17062158
1.336267253,-0.02396014
1.338267654,-0.121697733
1.340268054,-0.157515563
1.342268454,-0.143898518
1.344268854,-0.056111945
1.346269254,0.047337255
1.348269654,0.007055428
1.350270054,-0.006812398
1.352270454,-0.057494027
1.354270854,-0.064426383
1.356271254,-0.018547635
1.358271654,0.014707856
1.360272054,-0.066360774
1.362272454,-0.010728421
1.364272855,-0.041378572
1.366273255,0.084685717
1.368273655,-0.010360753
1.370274055,0.016279284
1.372274455,-0.000607088
1.374274855,-0.016352709
1.376275255,0.005119123
1.378275655,-0.01063405
1.380276055,-0.05407448
1.382276455,0.063669922
1.384276855,0.051727448
1.386277255,0.107330585
1.388277656,0.163790306
1.390278056,0.152011443
1.392278456,0.075337915
1.394278856,-0.052096707
1.396279256,0.092208076
1.398279656,0.059924747
1.400280056,0.145856891
1.402280456,0.112748185
1.404280856,0.250046539
1.406281256,0.221420566
1.408281656,0.110392612
1.410282056,0.23474467
1.412282456,0.052443228
